,이름,X,Y,대분류,탄소배출량
3881,날마다대박나는집,129.0253975,35.2128632,돼지고기류,1.6
3882,오가네족발,129.0375991,35.2102173,돼지고기류,1.6
3883,교촌치킨,129.0285449,35.2116106,주류,0.32
3884,해남쌈밥,129.0153706,35.2358518,밥류,0.414
3885,버거킹,129.0129897,35.2343394,패스트푸드류,2.6
3886,슌사이 쿠보,129.0147192,35.2408869,생선류,5.933
3887,도랑추어탕,129.0145204,35.2372741,소고기류,7.833
3888,멧돌순두부,129.01305,35.2356549,밥류,0.414
3889,우리동네참치정육점,129.0097649,35.2347539,생선류,5.933
3890,빨간다리,129.0099302,35.235681,닭고기류,0.3
3891,언니동생,129.0112046,35.2339036,닭고기류,0.3
3892,무늬카레,129.0161825,35.2366472,밥류,0.414
3893,칠칠집,129.0126333,35.2357125,돼지고기류,1.6
3894,목구멍,129.0102701,35.2356241,돼지고기류,1.6
3895,화명옥,129.0094263,35.2313585,돼지고기류,1.6
3896,화명참숯불갈비,129.0105963,35.2353509,돼지고기류,1.6
3897,파스타바니타,129.0131898,35.2336436,면류,1.3
3898,스시투어,129.008589,35.2329429,생선류,5.933
3899,오늘도짬뽕,129.0148135,35.2352255,면류,1.3
3900,아그집쭈꾸미,129.0107029,35.235972,밥류,0.414
3901,흥부네화덕,129.0083266,35.2321609,패스트푸드류,2.6
3902,면채움,129.0087458,35.2323017,패스트푸드류,2.6
3903,명가밀면,129.0099677,35.2360412,면류,1.3
3904,가야숯불생고기,129.0145718,35.2352275,돼지고기류,1.6
3905,올타미스터스시,129.0095764,35.2310598,생선류,5.933
3906,오미정,129.0085947,35.2307435,생선류,5.933
3907,무진장칼국수,129.0099677,35.2360412,면류,1.3
3908,아틀라스,129.0114401,35.2342892,밥류,0.414
3909,가쯔렛,129.0113061,35.2358858,돼지고기류,1.6
3910,카페 디엠215,129.0166201,35.2347326,밥류,0.414
3911,더짱터,129.0116328,35.233882,돼지고기류,1.6
3912,5키친,129.0087626,35.2309945,면류,1.3
3913,791버거트럭,129.0119865,35.235826,패스트푸드류,2.6
3914,안녕냉삼,129.0110557,35.2343015,돼지고기류,1.6
3915,취밍,129.0126133,35.2341082,면류,1.3
3916,다다삼계탕,129.014625,35.2350919,국/탕/찌개류,2.736
3917,샤브20,129.0089174,35.2328501,국/탕/찌개류,2.736
3918,홍콩반점0410,129.0126133,35.2341082,면류,1.3
3919,류센소,129.0119865,35.235826,면류,1.3
3920,그린하노이,129.0101921,35.226674,국/탕/찌개류,2.736
3921,화오뎅 앤 떡볶이,129.0112906,35.2355254,패스트푸드류,2.6
3922,샤브올데이,129.0106888,35.2268681,국/탕/찌개류,2.736
3923,쿠우쿠우,129.013306,35.2341565,생선류,5.933
3924,오꾸닭,129.0104304,35.2343788,닭고기류,0.3
3925,OK도매횟집,129.0156752,35.2347315,생선류,5.933
3926,샤브테이,129.0123426,35.2344259,국/탕/찌개류,2.736
3927,수제왕돈까스,129.0126333,35.2357125,돼지고기류,1.6
3928,평화김해뒷고기,129.0092162,35.2348036,돼지고기류,1.6
3929,메가커피,129.0113061,35.2358858,커피,0.18
3930,샤브마니아,129.0166083,35.2293875,국/탕/찌개류,2.736
3931,리산옥,129.0120256,35.2354381,면류,1.3
3932,원카츠,129.0083303,35.2324584,돼지고기류,1.6
3933,바보엄마칼국수,129.0088789,35.2315163,면류,1.3
3934,한다솥,129.0118931,35.2345018,밥류,0.414
3935,송호돼지국밥,129.0158463,35.2370016,돼지고기류,1.6
3936,하이오커피,129.0104777,35.2346488,커피,0.18
3937,이승학돈까스,129.0123122,35.2337501,돼지고기류,1.6
3938,귀빈전,129.0143919,35.2348955,주류,0.32
3939,김영희강남동태찜,129.0097355,35.2306078,생선류,5.933
3940,맥도날드,129.0144615,35.2404835,패스트푸드류,2.6
3941,이공커피,129.0116328,35.233882,커피,0.18
3942,롯데리아,129.0105963,35.2353509,패스트푸드류,2.6
3943,만석꾼풍천민물장어,129.0115129,35.2268793,생선류,5.933
3944,써브웨이,129.0112906,35.2355254,패스트푸드류,2.6
3945,하노이키친,129.0116522,35.2354503,면류,1.3
3946,예가메기탕,129.0116522,35.2354503,국/탕/찌개류,2.736
3947,활주,129.0116328,35.233882,주류,0.32
3948,투썸플레이스,129.0081344,35.224618,커피,0.18
3949,두울원,129.0090264,35.232777,면류,1.3
3950,초록면가,129.0119865,35.235826,면류,1.3
3951,정짬뽕,129.0086124,35.2330599,면류,1.3
3952,신전떡볶이 ,129.0112906,35.2355254,패스트푸드류,2.6
3953,별미국수,129.0085711,35.2306085,면류,1.3
3954,돈꿀국밥,129.01274,35.2336925,돼지고기류,1.6
3955,육덕돼지,129.0114401,35.2342892,돼지고기류,1.6
3956,ok도매횟집,129.0083799,35.2249224,생선류,5.933
3957,롤링파스타,129.0112095,35.2351835,패스트푸드류,2.6
3958,커피빈,129.0087315,35.2240451,커피,0.18
3959,기와집숯불갈비,129.0106541,35.2355848,돼지고기류,1.6
3960,당감댁,129.0090522,35.2313166,닭고기류,0.3
3961,양산도,129.0161879,35.2397209,생선류,5.933
3962,에비뉴14,129.0087089,35.2319775,커피,0.18
3963,요달의찜닭&내가닭도리탕이다,129.0177766,35.2340919,닭고기류,0.3
3964,황금 돼지삼겹 뒷고기,129.0130628,35.2287322,돼지고기류,1.6
3965,하나돈까스,129.0090149,35.2309654,돼지고기류,1.6
3966,소장각,129.0102701,35.2356241,소고기류,7.833
3967,툇마루,129.0089998,35.2341834,돼지고기류,1.6
3968,고봉민김밥인,129.01305,35.2356549,돼지고기류,1.6
3969,카페 오,129.0091097,35.2315234,커피,0.18
3970,노모어피자,129.0116047,35.2351622,패스트푸드류,2.6
3971,본참치,129.0110557,35.2343015,생선류,5.933
3972,북경의자전거,129.0095524,35.2308978,면류,1.3
3973,조옥당,129.0114401,35.2342892,돼지고기류,1.6
3974,88완당집,129.154794,35.2325377,면류,1.3
3975,끝자할매칼국수,129.1546378,35.2315928,면류,1.3
3976,금당식당,129.1242211,35.2078756,면류,1.3
3977,피자굽는 나무꾼,129.1198037,35.2013004,패스트푸드류,2.6
3978,새총횟집,129.1244872,35.2056738,생선류,5.933
3979,늘솜식당,129.1256861,35.2066001,밥류,0.414
3980,장산명가,129.1189635,35.1992891,소고기류,7.833
3981,해물포차,129.1189608,35.1974864,주류,0.32
3982,진주추어탕,129.1219725,35.2080767,국/탕/찌개류,2.736
3983,지코바양념치킨,129.1189401,35.1991812,닭고기류,0.3
3984,노부스테라,129.1168066,35.1997597,커피,0.18
3985,스타벅스,129.119333,35.2038106,커피,0.18
3986,탕화쿵푸마라탕,129.119051,35.2008657,국/탕/찌개류,2.736
3987,커피와 마음을 피자,129.1234346,35.2034031,커피,0.18
3988,커피홀,129.1234376,35.2004285,커피,0.18
3989,남해돼지국밥,129.1241815,35.2089847,돼지고기류,1.6
3990,함박마을,129.1252114,35.2048288,소고기류,7.833
3991,대궐암소갈비,129.1188629,35.203166,소고기류,7.833
3992,장원족발,129.1218299,35.2056984,돼지고기류,1.6
3993,애월돈,129.1198524,35.2024447,돼지고기류,1.6
3994,마린초밥,129.1197844,35.2014899,생선류,5.933
3995,홍콩반점0410,129.1195507,35.202069,면류,1.3
3996,경원해물찜,129.1254274,35.2053586,생선류,5.933
3997,차박사얼큰이,129.122417,35.2068648,닭고기류,0.3
3998,가장맛있는족발,129.1188821,35.1989564,돼지고기류,1.6
3999,빅허그,129.1234346,35.2034031,커피,0.18
4000,거기퓨전주막,129.1190656,35.201127,돼지고기류,1.6
4001,보고커피,129.1312345,35.1996438,밥류,0.414
4002,커피공방,129.1217756,35.2065372,커피,0.18
4003,만찬 불고기쌈정식,129.11995,35.2023537,밥류,0.414
4004,롯데리아,129.1196375,35.2035915,패스트푸드류,2.6
4005,이그나잇 커피 로스터스,129.1239649,35.2060211,커피,0.18
4006,하삼동커피,129.1186788,35.1993458,커피,0.18
4007,도문,129.118521,35.1990499,면류,1.3
4008,커피볶는 시골커피,129.1192064,35.2025859,커피,0.18
4009,국수나무,129.1189401,35.1991812,면류,1.3
4010,남천칼국수,129.1190488,35.2007035,면류,1.3
4011,꽃도새기,129.1176038,35.1978324,돼지고기류,1.6
4012,댄싱컵,129.1189608,35.1974864,커피,0.18
4013,부산한우로스구이,129.1197116,35.2009858,소고기류,7.833
4014,하이오커피,129.1224725,35.2037094,커피,0.18
4015,하삼동커피,129.1234346,35.2034031,커피,0.18
4016,맛나감자탕,129.1123954,35.20483,국/탕/찌개류,2.736
4017,담가화로구이,129.1235977,35.2008867,소고기류,7.833
4018,데이롱 카페,129.1237377,35.2054734,커피,0.18
4019,써브웨이,129.1190138,35.2005506,패스트푸드류,2.6
4020,목촌돼지국밥,129.1163877,35.2044507,국/탕/찌개류,2.736
4021,후라이드참잘하는집,129.1308424,35.1951226,닭고기류,0.3
4022,해운대1972낙지볶음  반여,129.1216653,35.2065022,밥류,0.414
4023,빌리지치킨하우스,129.1184562,35.2055403,닭고기류,0.3
4024,지코바치킨,129.1326242,35.1984951,닭고기류,0.3
4025,밀양삼대국밥,129.1220037,35.2063548,돼지고기류,1.6
4026,불로만치킨바베큐,129.1329837,35.1982934,닭고기류,0.3
4027,중식당장가,129.1191021,35.1949793,면류,1.3
4028,어반스틱,129.1190435,35.1947094,커피,0.18
4029,대인배보쌈낙지족발,129.1235977,35.2008867,돼지고기류,1.6
4030," 숯불치킨,김종구닭도리탕 ",129.1193335,35.2006468,닭고기류,0.3
4031,삼겹속에삼겹,129.1185679,35.1952636,돼지고기류,1.6
4032,그때만난 순필씨,129.118304,35.1976367,밥류,0.414
4033,보라찐빵,129.1253804,35.2107132,밥류,0.414
4034,가온밀면,129.1237,35.2083131,패스트푸드류,2.6
4035,뚜레쥬르 부산반여점,129.119062,35.1992612,밥류,0.414
4036,차밭골 돌솥 감자탕,129.1217768,35.2066273,국/탕/찌개류,2.736
4037,맛짱김밥,129.1202375,35.2049019,밥류,0.414
4038,카우시,129.1281086,35.2070643,커피,0.18
4039,본좌김밥,129.1196375,35.2035915,패스트푸드류,2.6
4040,다다생모밀,129.1306317,35.197351,면류,1.3
4041,카페051,129.1193904,35.1959862,커피,0.18
4042,반여초밥,129.1191182,35.2017575,생선류,5.933
4043,롯데리아,129.1306009,35.1959181,패스트푸드류,2.6
4044,맘스터치,129.1190859,35.2010096,패스트푸드류,2.6
4045,사또반점,129.1332655,35.1996068,면류,1.3
4046,이바돔감자탕,129.1224725,35.2037094,국/탕/찌개류,2.736
4047,보배반점,129.1239514,35.2018569,면류,1.3
4048,장산밀면,129.1195983,35.2015367,면류,1.3
4049,동백회관,129.1278522,35.1948711,돼지고기류,1.6
4050,이애영꼬마김밥N수제만두분식,129.1198322,35.2033733,패스트푸드류,2.6
4051,봉평막국수,129.1239844,35.2066429,면류,1.3
4052,피자스쿨,129.1190656,35.201127,패스트푸드류,2.6
4053,생생모밀,129.1258555,35.2053456,면류,1.3
4054,소머리국밥,129.1243822,35.2092081,국/탕/찌개류,2.736
4055,장산횟집,129.1296813,35.1961249,생선류,5.933
4056,청해선어횟집,129.1287775,35.1950878,생선류,5.933
4057,화화돼지왕갈비,129.1167719,35.2044382,돼지고기류,1.6
4058,카페 242,129.1320127,35.1987442,커피,0.18
4059,대가호,129.1220886,35.2069399,면류,1.3
4060,맛고을,129.1183473,35.2096066,면류,1.3
4061," 안녕, 반여동 ",129.1189635,35.1992891,패스트푸드류,2.6
4062,가덕도,129.1220886,35.2069399,생선류,5.933
4063,요달의 찜닭,129.1175648,35.2070088,닭고기류,0.3
4064,투썸플레이스,129.1299603,35.220225,커피,0.18
4065,원조석대추어탕,129.1250838,35.2194592,국/탕/찌개류,2.736
4066,고목나무집,129.1259041,35.2200014,국/탕/찌개류,2.736
4067,이비가짬뽕,129.1247176,35.2191922,면류,1.3
4068,석대국밥,129.1299603,35.220225,돼지고기류,1.6
4069,신세계푸드FS오스템,129.1442828,35.2248678,밥류,0.414
4070,플레닝하우스,129.1299603,35.220225,커피,0.18
4071,석대동우체국 구내식당,129.1201918,35.2183599,소고기류,7.833
4072,영양탕,129.1305484,35.2206522,국/탕/찌개류,2.736
4073,할매손충무김밥,129.1302341,35.2201684,커피,0.18
4074,빠네분식,129.1200933,35.21919,패스트푸드류,2.6
4075,석대할매추어탕,129.1289214,35.219766,국/탕/찌개류,2.736
4076,주원미주점,129.1200933,35.21919,밥류,0.414
4077,다케다야,129.1128323,35.14666,면류,1.3
4078,겐로쿠우동,129.1032859,35.1369853,면류,1.3
4079,고관로우동,129.0417081,35.1208004,면류,1.3
4080,카마타케 제면소,129.0285762,35.0989906,면류,1.3
4081,훈이네김밥,129.1540961,35.1599299,면류,1.3
4082,쿠카이야,129.0841222,35.2300275,면류,1.3
4083,식당3선,129.1262482,35.1781024,돼지고기류,1.6
4084,빠리당,129.1253606,35.1766324,밥류,0.414
4085,제현모수제돈까스,129.129597,35.1924121,돼지고기류,1.6
4086,미식가의우동,129.1272361,35.1757045,면류,1.3
4087,메가커피,129.1244104,35.1777859,커피,0.18
4088,언양 닭칼국수,129.1260359,35.1762385,닭고기류,0.3
4089,파스타루,129.1261346,35.1754353,면류,1.3
4090,88간바지,129.1219445,35.184479,소고기류,7.833
4091,장수오리마을,129.125762,35.1842453,소고기류,7.833
4092,양산왕돼지국밥,129.1263096,35.1849432,돼지고기류,1.6
4093,거북이동네 해운대재송,129.1265706,35.1839673,돼지고기류,1.6
4094,가야밀면,129.1248645,35.1748883,돼지고기류,1.6
4095,하숙집,129.1261346,35.1754353,돼지고기류,1.6
4096,모스 멕시칸그릴,129.1260359,35.1762385,밥류,0.414
4097,안녕 한우,129.1259162,35.1787094,소고기류,7.833
4098,컴포즈커피,129.1261346,35.1754353,커피,0.18
4099,푸른쌈밥,129.1287439,35.1902748,밥류,0.414
4100,명륜진사갈비,129.1262432,35.1833124,돼지고기류,1.6
4101,우미남,129.1264685,35.176568,소고기류,7.833
4102,미태리,129.1257217,35.1853002,패스트푸드류,2.6
4103,감각,129.1264777,35.1891691,주류,0.32
4104,바로바로횟집,129.1272361,35.1757045,생선류,5.933
4105,하삼동커피,129.1175987,35.1910451,커피,0.18
4106,인화칼국수,129.1260076,35.1885155,면류,1.3
4107,비안리안,129.1260862,35.1870545,면류,1.3
4108,몰틀리,129.1193136,35.1903893,주류,0.32
4109,그집숯불닭갈비,129.1214815,35.1843481,닭고기류,0.3
4110,유가네닭갈비,129.1272361,35.1757045,닭고기류,0.3
4111,탕화쿵푸마라탕,129.1254074,35.1871961,국/탕/찌개류,2.736
4112,양포생아구찜,129.125178,35.1816998,생선류,5.933
4113,스시마이우,129.1272361,35.1757045,생선류,5.933
4114,미쌤쌀식빵,129.1212766,35.1790228,밥류,0.414
4115,치킨신드롬,129.1284381,35.1919812,닭고기류,0.3
4116,스타벅스,129.1217657,35.1786577,커피,0.18
4117,가야포차선지국밥,129.1272361,35.1757045,국/탕/찌개류,2.736
4118,공감식당,129.1254074,35.1871961,돼지고기류,1.6
4119,재벌김밥,129.1248645,35.1748883,패스트푸드류,2.6
4120,동해조개구이,129.1258673,35.1878949,닭고기류,0.3
4121,ok도매횟집,129.1173251,35.1887041,생선류,5.933
4122,김밥천국,129.1241039,35.1874155,돼지고기류,1.6
4123,도야짬뽕,129.1263586,35.1884942,면류,1.3
4124,푸라닭,129.1237585,35.1822628,닭고기류,0.3
4125,버거킹,129.1235209,35.1817512,패스트푸드류,2.6
4126,이태리부대찌개,129.1261346,35.1754353,국/탕/찌개류,2.736
4127,박대감 불난 쭈꾸미,129.1271463,35.189875,밥류,0.414
4128,투썸플레이스,129.118994,35.1838933,커피,0.18
4129,태평양횟집,129.1254617,35.1879437,생선류,5.933
4130,국민식육식당,129.1261346,35.1754353,소고기류,7.833
4131,베이커리토끼굴,129.1229671,35.1790072,밥류,0.414
4132,싸와디식당,129.1248645,35.1748883,면류,1.3
4133,육림구공탄,129.125927,35.1874526,돼지고기류,1.6
4134,유니밀면,129.1230311,35.1860553,면류,1.3
4135,배떡,129.1257764,35.1892658,패스트푸드류,2.6
4136,한마음정육식당,129.1161636,35.1912837,소고기류,7.833
4137,곤조커피,129.1248645,35.1748883,커피,0.18
4138,메가커피,129.1261346,35.1754353,커피,0.18
4139,스몰굿커피,129.1229844,35.1794667,커피,0.18
4140,봉계한우 로스구이,129.1261346,35.1754353,소고기류,7.833
4141,소담,129.1217936,35.1846877,밥류,0.414
4142,더블린데이,129.1261346,35.1754353,주류,0.32
4143,영커피,129.1249807,35.1912833,커피,0.18
4144,우수리,129.1217936,35.1846877,돼지고기류,1.6
4145,류길상피자,129.1248975,35.1852448,패스트푸드류,2.6
4146,부산오뎅 을지로통골뱅이,129.1261346,35.1754353,주류,0.32
4147,국수명가,129.1212766,35.1790228,소고기류,7.833
4148,짚신매운갈비찜,129.1264685,35.176568,밥류,0.414
4149,원카츠,129.1262509,35.1878462,돼지고기류,1.6
4150,청년다방,129.1248645,35.1748883,패스트푸드류,2.6
4151,스타벅스,129.123975,35.1812422,커피,0.18
4152,왕칼국수,129.1259757,35.1862083,면류,1.3
4153,정동진아구찜,129.1246406,35.1809476,소고기류,7.833
4154,오뎅무라,129.1256451,35.1869144,주류,0.32
4155,더하다,129.1257236,35.1870309,돼지고기류,1.6
4156,텐퍼센트커피,129.1161636,35.1912837,커피,0.18
4157,더뽐뿌,129.1223081,35.1845748,주류,0.32
4158,하도족발,129.1272361,35.1757045,돼지고기류,1.6
4159,오륙도낙지,129.1246786,35.1853009,국/탕/찌개류,2.736
4160,전주남문토종순대국,129.1261346,35.1754353,국/탕/찌개류,2.736
4161,미스사이공,129.1261346,35.1754353,면류,1.3
4162,안주가,129.1261346,35.1754353,주류,0.32
4163,오복돼지국밥,129.1221016,35.1847299,돼지고기류,1.6
4164,역전할머니맥주,129.1256549,35.1876264,주류,0.32
4165,하루엔소쿠,129.1264685,35.176568,돼지고기류,1.6
4166,진소문난칼국수,129.1264685,35.176568,면류,1.3
4167,고봉민김밥인,129.1212766,35.1790228,돼지고기류,1.6
4168,댄싱컵,129.1261346,35.1754353,커피,0.18
4169,국민닭바베큐,129.121595,35.1846174,닭고기류,0.3
4170,해운대 가야밀면,129.1663299,35.1688535,면류,1.3
4171,스시미르네,129.1767604,35.1712945,생선류,5.933
4172,취화선,129.1752562,35.1781415,주류,0.32
4173,하가원,129.174288,35.1734097,면류,1.3
4174,해운대31cm 해물칼국수,129.1747968,35.172918,면류,1.3
4175,메가커피,129.1770239,35.1705348,커피,0.18
4176,옵스,129.1805183,35.174584,밥류,0.414
4177,스타벅스,129.1765301,35.1690253,커피,0.18
4178,써브웨이,129.1757361,35.1687716,패스트푸드류,2.6
4179,신창국밥,129.1779292,35.1686061,돼지고기류,1.6
4180,노브랜드버거,129.1752318,35.1695787,패스트푸드류,2.6
4181,반도카츠,129.1662993,35.1713236,돼지고기류,1.6
4182,유화,129.173844,35.1738376,생선류,5.933
4183,남자마늘보쌈,129.1739255,35.172629,돼지고기류,1.6
4184,문스시,129.1661418,35.1702885,생선류,5.933
4185,153구포국수,129.1753989,35.172795,면류,1.3
4186,백식당,129.1785482,35.1696637,돼지고기류,1.6
4187,스타벅스,129.1770239,35.1705348,커피,0.18
4188,아델라7,129.1768567,35.1734028,밥류,0.414
4189,메리윤,129.1762104,35.1681631,면류,1.3
4190,용이초밥,129.1778556,35.1695983,생선류,5.933
4191,스타벅스,129.1755437,35.1775168,커피,0.18
4192,기장곰장어,129.1741378,35.1728883,생선류,5.933
4193,커피살롱 싱클레어,129.172792,35.173965,커피,0.18
4194,스게,129.1748784,35.174774,주류,0.32
4195,BBQ치킨,129.1765301,35.1690253,닭고기류,0.3
4196,도미노피자,129.1752318,35.1695787,패스트푸드류,2.6
4197,꼬김빱,129.1764151,35.1678997,밥류,0.414
4198,가시어멍김밥,129.1757361,35.1687716,패스트푸드류,2.6
4199,바다밥상,129.1733094,35.173302,밥류,0.414
4200,봉산손칼국수,129.1752168,35.1731122,소고기류,7.833
4201,쿠우쿠우,129.1765301,35.1690253,생선류,5.933
4202,미미회관,129.1758987,35.1732048,면류,1.3
4203,소림마라,129.17877,35.1683004,국/탕/찌개류,2.736
4204,삼환축산,129.1809603,35.1740208,돼지고기류,1.6
4205,청솔로9,129.1754241,35.1714968,커피,0.18
4206,육회말투아웃,129.175813,35.1733498,소고기류,7.833
4207,이자카야 하루,129.175448,35.1739212,주류,0.32
4208,맛소문 오리불고기,129.1767316,35.1738637,소고기류,7.833
4209,동일참치,129.1768157,35.1728443,생선류,5.933
4210,장산 수제 왕돈까스,129.1778556,35.1695983,돼지고기류,1.6
4211,주안상,129.1758987,35.1732048,주류,0.32
4212,병천순대국밥,129.1742306,35.1747623,국/탕/찌개류,2.736
4213,샤브테이,129.1761665,35.1712191,국/탕/찌개류,2.736
4214,애슐리퀸즈,129.1770239,35.1705348,밥류,0.414
4215,교촌치킨,129.1757321,35.1738283,닭고기류,0.3
4216,도우앤로프,129.1776443,35.1724487,밥류,0.414
4217,원조손칼국수,129.1778556,35.1695983,면류,1.3
4218,동동국밥,129.1759191,35.1708069,면류,1.3
4219,KFC,129.176556,35.1723421,패스트푸드류,2.6
4220,넘버원화로구이,129.1734713,35.1731111,돼지고기류,1.6
4221,소소분식,129.1696511,35.1769429,패스트푸드류,2.6
4222,봉추찜닭,129.1778556,35.1695983,닭고기류,0.3
4223,이가곰탕,129.1738481,35.174117,국/탕/찌개류,2.736
4224,백설,129.1756428,35.1729639,주류,0.32
4225,첫회,129.183187,35.1655623,생선류,5.933
4226,투썸플레이스,129.1769168,35.1684356,밥류,0.414
4227,홍콩반점0410,129.1782408,35.1681433,면류,1.3
4228,노군꼬치,129.178436,35.1687363,주류,0.32
4229,수제돈까스토마토,129.1778556,35.1695983,돼지고기류,1.6
4230,벳남구쁘,129.1769168,35.1684356,면류,1.3
4231,송씨반점,129.1753799,35.170713,면류,1.3
4232,서울깍두기,129.1757503,35.1720434,국/탕/찌개류,2.736
4233,스시 일번가순,129.174822,35.1716108,생선류,5.933
4234,빵다무르,129.1745154,35.1693783,밥류,0.414
4235,해운대 하선집,129.1760377,35.1721849,소고기류,7.833
4236,미슐당,129.1776443,35.1724487,돼지고기류,1.6
4237,홍유단,129.1745046,35.1724431,면류,1.3
4238,국보집,129.1778556,35.1695983,돼지고기류,1.6
4239,이비가짬뽕,129.1755996,35.1722522,면류,1.3
4240,쉼표그린,129.1753799,35.170713,패스트푸드류,2.6
4241,도피오커피,129.1772915,35.1814839,커피,0.18
4242,카페 밀유,129.1789312,35.1718683,커피,0.18
4243,멘야산다이메,129.1765301,35.1690253,면류,1.3
4244,백소정,129.1765301,35.1690253,돼지고기류,1.6
4245,24시전주명가콩나물국밥,129.1752318,35.1695787,국/탕/찌개류,2.736
4246,선데이즈 젤라또,129.1778556,35.1695983,커피,0.18
4247,칼선생 칼국수,129.1765301,35.1690253,면류,1.3
4248,뚜레쥬르,129.1778556,35.1695983,패스트푸드류,2.6
4249,챗앤베이크,129.1804214,35.1686359,커피,0.18
4250,닭광정,129.1785482,35.1696637,닭고기류,0.3
4251,시골커피,129.176285,35.1718219,커피,0.18
4252,맛나감자탕,129.1743444,35.1727511,국/탕/찌개류,2.736
4253,롤링파스타,129.1777679,35.168842,면류,1.3
4254,정글비 ,129.1765301,35.1690253,커피,0.18
4255,강가네손만두,129.1765301,35.1690253,패스트푸드류,2.6
4256,요코초 장산,129.1794738,35.1683927,주류,0.32
4257,야오,129.0080174,35.097703,커피,0.18
4258,명예해물잡탕,129.0058441,35.0859577,생선류,5.933
4259,카페 계단위푸른집,129.0096798,35.098212,커피,0.18
4260,필렉스,128.9995876,35.0899757,커피,0.18
4261,설장군,129.0059927,35.0873447,국/탕/찌개류,2.736
4262,감천밀면전문점,129.0040596,35.0879917,돼지고기류,1.6
4263,명가정,128.9980436,35.0901687,소고기류,7.833
4264,장미돼지국밥,129.005418,35.0869799,돼지고기류,1.6
4265,신전떡볶이,128.998152,35.0918624,패스트푸드류,2.6
4266,청춘카페,129.0077802,35.0953613,커피,0.18
4267,커피잇집,129.0099986,35.0964967,커피,0.18
4268,마포통연탄구이,128.9985691,35.0900922,돼지고기류,1.6
4269,증평만두,129.0086468,35.092704,패스트푸드류,2.6
4270,정혜바지락손칼국수,129.0061207,35.0861538,면류,1.3
4271,post cafe,129.0082688,35.0976378,커피,0.18
4272,도심,128.99929,35.0907533,패스트푸드류,2.6
4273,더플레이트,129.0077731,35.0974616,패스트푸드류,2.6
4274,세림분식,129.009171,35.0934117,패스트푸드류,2.6
4275,이조꼬리곰탕,129.0068135,35.0827407,국/탕/찌개류,2.736
4276,언양숯불갈비,128.9970911,35.0912041,돼지고기류,1.6
4277,멕시카나,128.9952059,35.0903903,닭고기류,0.3
4278,마룽,128.995552,35.0917936,주류,0.32
4279,우인카페,129.0097518,35.0987162,커피,0.18
4280,복돼지국밥,129.0004931,35.0895896,돼지고기류,1.6
4281,머거방,129.0103757,35.0977194,면류,1.3
4282,팥찌,129.0092458,35.0985942,커피,0.18
4283,실비집,129.0098492,35.0986072,면류,1.3
4284,유달산식당,129.0068448,35.0835066,국/탕/찌개류,2.736
4285,밀양돼지국밥,128.9981323,35.0884462,돼지고기류,1.6
4286,유성반점,128.996123,35.0900492,면류,1.3
4287,자유횟집,128.997858,35.0911347,국/탕/찌개류,2.736
4288,한양양꼬치,129.0047922,35.0878143,국/탕/찌개류,2.736
4289,춘하추동가야밀면,128.9945447,35.0919281,면류,1.3
4290,피자에땅,128.9935359,35.0919454,패스트푸드류,2.6
4291,콩국수전문점 화명밀밭,129.0087684,35.0936765,면류,1.3
4292,즐거운돈까스,129.005565,35.0882316,돼지고기류,1.6
4293,가마솥옛날통닭,129.0044203,35.0878895,닭고기류,0.3
4294,요달의찜닭&내가닭도리탕이다,129.0063947,35.0861425,닭고기류,0.3
4295,삼정숯불장어구이,128.9983844,35.090238,생선류,5.933
4296,한입식빵,128.9952554,35.091751,밥류,0.414
4297,멕시카나치킨,129.0096515,35.0941379,닭고기류,0.3
4298,생생돈까스,128.9976703,35.0910281,돼지고기류,1.6
4299,장터돼지국밥,128.9967622,35.0912068,돼지고기류,1.6
4300,치킨신드롬,128.9941649,35.0922647,닭고기류,0.3
4301,통큰항아리,128.9968495,35.09117,주류,0.32
4302,한솥도시락,128.9975226,35.0906146,닭고기류,0.3
4303,롯데리아,128.9959552,35.091583,패스트푸드류,2.6
4304,감천동카페,129.0088978,35.0961633,커피,0.18
4305,유대감족발,129.0056278,35.0888801,밥류,0.414
4306,남성관,129.0096996,35.082915,면류,1.3
4307,맛돌가마솥,129.0042244,35.0880174,밥류,0.414
4308,달마루,128.9976703,35.0910281,주류,0.32
4309,투썸플레이스,128.9947146,35.0887628,커피,0.18
4310,본죽,128.9978779,35.0909723,밥류,0.414
4311,보신각,128.9975599,35.0900735,국/탕/찌개류,2.736
4312,감내카페,129.0101009,35.09856,커피,0.18
4313,괴정껍데기집,128.9952545,35.0916789,돼지고기류,1.6
4314,프롬초이,129.0077186,35.0974891,커피,0.18
4315,차이나칼짜장,129.0051175,35.0884066,면류,1.3
4316,다인매운불백,129.0065899,35.0841758,면류,1.3
4317,고집불통,129.0047806,35.086868,밥류,0.414
4318,치크버스트,129.0088645,35.092567,닭고기류,0.3
4319,아재가,129.0101391,35.0981,밥류,0.414
4320,신촌돌솥설렁탕,128.9945447,35.0919281,국/탕/찌개류,2.736
4321,감천문화마을 주민협의회,129.0103328,35.0978009,커피,0.18
4322,카페 셀라 Cafe Selah,129.0104269,35.0983139,커피,0.18
4323,하나돈까스,128.9947146,35.0887628,돼지고기류,1.6
4324,코랄블루공존커피,128.9980625,35.0917189,커피,0.18
4325,그린하우스,129.0088384,35.0957942,커피,0.18
