,이름,X,Y,대분류,탄소배출량
6415,프로듀스썸띵굿,129.111065,35.1643794,커피,0.18
6416,고성범연탄구이,129.1134462,35.1546677,돼지고기류,1.6
6417,딥슬립 커피,129.1143114,35.1649895,커피,0.18
6418,부산식,129.1182317,35.1554889,돼지고기류,1.6
6419,선데이서비스,129.1179704,35.1580512,커피,0.18
6420,아웃닭,129.1182764,35.1547403,닭고기류,0.3
6421,솔솥,129.113775,35.1489949,밥류,0.414
6422,미포집,129.1144267,35.1484932,생선류,5.933
6423,에쏘,129.1174792,35.1526295,커피,0.18
6424,심야식당 쿠마,129.1161881,35.1513073,주류,0.32
6425,솔탭하우스,129.114494,35.1486007,주류,0.32
6426,금신전선 상유십이,129.1145593,35.1574156,국/탕/찌개류,2.736
6427,더베이베이커리,129.1129668,35.1508953,밥류,0.414
6428,로옹,129.1172888,35.1547585,밥류,0.414
6429,우리포차,129.1108215,35.1618127,생선류,5.933
6430,우리돈가스,129.1123686,35.1577423,돼지고기류,1.6
6431,고향카츠,129.1139543,35.1508772,돼지고기류,1.6
6432,클러터,129.117774,35.1557275,커피,0.18
6433,러브얼스,129.1185846,35.1564141,면류,1.3
6434,동방명주,129.1139261,35.1488043,면류,1.3
6435,리틀오스,129.1137658,35.1507347,커피,0.18
6436,레인스트릿,129.1132185,35.1508389,커피,0.18
6437,극동돼지국밥,129.114494,35.1486007,돼지고기류,1.6
6438,발리우드,129.117233,35.1530824,밥류,0.414
6439,자갈치횟집,129.1169895,35.1665783,생선류,5.933
6440,페팽과자점,129.1141425,35.1638734,밥류,0.414
6441,광안국밥,129.1177157,35.153069,돼지고기류,1.6
6442,탐정사무소,129.1144188,35.1495298,주류,0.32
6443,모치플레지르,129.1112185,35.1538769,밥류,0.414
6444,코펜하겐,129.11422,35.151046,커피,0.18
6445,피즈클럽,129.1146259,35.1518355,밥류,0.414
6446,럭키베이커리,129.118142,35.16417,밥류,0.414
6447,양산도,129.1152714,35.1565167,생선류,5.933
6448,부산토박이돼지국밥,129.118854,35.1544466,돼지고기류,1.6
6449,하우스멜,129.1199759,35.1586276,밥류,0.414
6450,다하네 생면국수,129.1130597,35.1601336,면류,1.3
6451,클램,129.1172007,35.1523256,주류,0.32
6452,진미횟집,129.1174792,35.1526295,생선류,5.933
6453,몬몬,129.1137353,35.1621825,주류,0.32
6454,오케이도매횟집,129.1161881,35.1513073,생선류,5.933
6455,카페 오뜨,129.1175689,35.1527638,커피,0.18
6456,고옥,129.1096853,35.1436151,생선류,5.933
6457,언양불고기 부산집,129.1134701,35.1475555,소고기류,7.833
6458,안목,129.1107453,35.1449034,돼지고기류,1.6
6459,다이도코로,129.1125355,35.1466177,밥류,0.414
6460,다케다야,129.1128323,35.14666,면류,1.3
6461,초힛사츠,129.113551,35.1486635,주류,0.32
6462,프루티,129.1141744,35.1460888,밥류,0.414
6463,다리집,129.1107269,35.1467785,패스트푸드류,2.6
6464,스스키노,129.1105543,35.1421469,밥류,0.414
6465,덴푸라마켓,129.1086239,35.139794,주류,0.32
6466,난파센,129.113405,35.146808,밥류,0.414
6467,무궁화,129.1093362,35.1478098,패스트푸드류,2.6
6468,BCBL coffee roasters,129.1139286,35.14738,커피,0.18
6469,백일평냉,129.111651,35.1485547,면류,1.3
6470,동경밥상,129.1138546,35.1483903,생선류,5.933
6471,계양간,129.1076294,35.1392803,닭고기류,0.3
6472,샌디스,129.1142689,35.1481882,커피,0.18
6473,스시하루,129.1118103,35.1489769,생선류,5.933
6474,김면장,129.1077078,35.140208,국/탕/찌개류,2.736
6475,모모스커피,129.1075445,35.1467896,커피,0.18
6476,삐에드라,129.1120441,35.1476047,커피,0.18
6477,홍옥당,129.1139286,35.14738,밥류,0.414
6478,남천 가야밀면,129.1119182,35.1456138,패스트푸드류,2.6
6479,다옴,129.1108775,35.147363,면류,1.3
6480,하나돈까스,129.1130904,35.1478835,돼지고기류,1.6
6481,본가제일면가,129.1118801,35.1460378,면류,1.3
6482,덩굴아나고,129.1074046,35.1388857,생선류,5.933
6483,영남식육식당,129.1099173,35.1404942,소고기류,7.833
6484,돌돌집,129.1107212,35.1471661,돼지고기류,1.6
6485,남천면가,129.1067562,35.1396308,면류,1.3
6486,육대빵,129.1092662,35.1418433,돼지고기류,1.6
6487,아일드블루,129.1143823,35.1460418,면류,1.3
6488,타코들며쎄쎄쎄,129.109353,35.1417703,밥류,0.414
6489,노는바다,129.1083527,35.1400218,주류,0.32
6490,파자마,129.1131925,35.1489282,면류,1.3
6491,샤브20,129.1143634,35.1462673,국/탕/찌개류,2.736
6492,스크러피,129.1114831,35.1466994,커피,0.18
6493,옵스,129.108764,35.1396034,밥류,0.414
6494,18번완당집,129.1105553,35.1438415,면류,1.3
6495,두루미,129.1139489,35.1480649,돼지고기류,1.6
6496,플렌터,129.1127856,35.1464531,밥류,0.414
6497,고복샤브샤브,129.1123072,35.1459708,국/탕/찌개류,2.736
6498,언더커피,129.1123548,35.147052,커피,0.18
6499,뉴포트,129.1086163,35.1481318,커피,0.18
6500,까몬,129.1106228,35.1447693,면류,1.3
6501,연합횟집,129.1098475,35.1402064,생선류,5.933
6502,푸실,129.1114831,35.1466994,면류,1.3
6503,프리젠트 카페,129.1075424,35.1482498,커피,0.18
6504,오늘은생선구이,129.1073158,35.1388144,생선류,5.933
6505,서군장작,129.1080044,35.1394211,닭고기류,0.3
6506,꽃물 한식당,129.1095861,35.1476272,밥류,0.414
6507,허거스,129.1143823,35.1460418,주류,0.32
6508,남천리진짜촌국시,129.1086361,35.1406952,면류,1.3
6509,흐를류 제주돼지곰탕,129.1105455,35.1471587,국/탕/찌개류,2.736
6510,무슈뱅상,129.1129273,35.1463797,밥류,0.414
6511,남천해물왕칼국수,129.1109539,35.1424858,주류,0.32
6512,레아파티쓰리,129.1105534,35.1428951,커피,0.18
6513,스타벅스,129.1141717,35.1483062,커피,0.18
6514,성수,129.1142689,35.1481882,주류,0.32
6515,마을입구,129.1093927,35.1406523,주류,0.32
6516,카페 말루비아,129.1114367,35.1408679,커피,0.18
6517,동화집,129.1107269,35.1467785,돼지고기류,1.6
6518,고기굽는남자,129.1119077,35.1464522,돼지고기류,1.6
6519,으뜸이로리바타,129.1091248,35.1419347,밥류,0.414
6520,누를,129.1092357,35.1476845,주류,0.32
6521,순쌀빵,129.1151462,35.1457283,밥류,0.414
6522,자오준,129.1143823,35.1460418,면류,1.3
6523,써브웨이,129.1104999,35.1470329,패스트푸드류,2.6
6524,프라랑,129.1077604,35.145715,커피,0.18
6525,벤베커,129.1131895,35.1462962,밥류,0.414
6526,남천할매집,129.1086432,35.1395955,패스트푸드류,2.6
6527,초량원조불백,129.1107826,35.1403781,돼지고기류,1.6
6528,퇴근길횟집,129.1112032,35.1446829,생선류,5.933
6529,버터북,129.1130861,35.1459546,커피,0.18
6530,모어 샌드위치,129.1126434,35.1480949,패스트푸드류,2.6
6531,광안리남매,129.114117,35.1467113,주류,0.32
6532,심돈,129.1126903,35.1491221,돼지고기류,1.6
6533,박경례 대구뽈찜,129.1110672,35.1467844,생선류,5.933
6534,고마대구탕,129.1143634,35.1462673,국/탕/찌개류,2.736
6535,스타벅스,129.1105455,35.1471587,커피,0.18
6536,뺀데호,129.1123209,35.1493959,밥류,0.414
6537,미트,129.1091753,35.1399962,주류,0.32
6538,서희원꼬지닷컴,129.1092367,35.1420959,패스트푸드류,2.6
6539,테라로사,129.1150845,35.1765922,커피,0.18
6540,어보제철소,129.1150845,35.1765922,생선류,5.933
6541,모토커피,129.1089636,35.1729167,커피,0.18
6542,그린노마드,129.1167774,35.1783613,커피,0.18
6543,밀면전문점,129.1069241,35.177947,패스트푸드류,2.6
6544,식기전에,129.1092873,35.1733103,돼지고기류,1.6
6545,무오베레,129.1042545,35.1721304,패스트푸드류,2.6
6546,옥미아구찜,129.1088096,35.1737023,생선류,5.933
6547,행복한느림보,129.1175797,35.1760193,밥류,0.414
6548,한우마을설렁탕곰탕,129.1003366,35.1738426,국/탕/찌개류,2.736
6549,자갈치횟집,129.1067156,35.1755242,생선류,5.933
6550,코카모메,129.1070329,35.1746379,밥류,0.414
6551,개미기사식당,129.1089073,35.1720068,돼지고기류,1.6
6552,이조갈비,129.1069374,35.1756934,돼지고기류,1.6
6553,샤브올데이,129.117491,35.1767593,국/탕/찌개류,2.736
6554,다락,129.1098513,35.1728094,면류,1.3
6555,뉴부산레스토랑,129.1054164,35.1752476,면류,1.3
6556,생돼지김치찌개 동태탕 구름다리,129.1094943,35.172389,국/탕/찌개류,2.736
6557,수영미나리삼겹,129.1174328,35.1765165,돼지고기류,1.6
6558,호림칼국수,129.1173493,35.1760305,면류,1.3
6559,카페 포토이,129.1020413,35.1732593,커피,0.18
6560,해안짜장면전문점,129.102199,35.1711216,면류,1.3
6561,망미제과,129.1177298,35.1749543,커피,0.18
6562,망미생생국수,129.1064872,35.177302,면류,1.3
6563,코스트코푸드코트,129.115253,35.1784835,패스트푸드류,2.6
6564,제주족발,129.1065875,35.176607,돼지고기류,1.6
6565,미야자키,129.0989121,35.1715931,닭고기류,0.3
6566,몬트리올 베이글,129.1176042,35.1770106,밥류,0.414
6567,헬로커피하이허니,129.1106946,35.1750821,커피,0.18
6568,지상의 주민들,129.0983503,35.171445,커피,0.18
6569,아리김밥,129.1063106,35.1731843,밥류,0.414
6570,김밥나라,129.1017036,35.1758944,밥류,0.414
6571,장수집추어탕,129.1092079,35.1723105,국/탕/찌개류,2.736
6572,로스팅스페이스,129.105625,35.1752457,커피,0.18
6573,명가왕갈비해장국메밀막국수,129.1104692,35.1746516,국/탕/찌개류,2.736
6574,굽네치킨,129.1050078,35.1750711,닭고기류,0.3
6575,수영불백,129.1100814,35.1751959,밥류,0.414
6576,행복한오리 수영점,129.1071793,35.1757183,소고기류,7.833
6577,하이고래,129.1103947,35.1740213,주류,0.32
6578,충무김밥,129.1050745,35.1743223,밥류,0.414
6579,필드커피스탠드,129.1064181,35.1778795,커피,0.18
6580,피자헛,129.1075753,35.176589,패스트푸드류,2.6
6581,해돋이숯불갈비,129.1010115,35.1742331,밥류,0.414
6582,배떡,129.1058304,35.1774432,패스트푸드류,2.6
6583,스타벅스,129.1075531,35.1773824,커피,0.18
6584,카페 나로,129.1093615,35.1763473,커피,0.18
6585,피자스쿨,129.099528,35.1733092,패스트푸드류,2.6
6586,Praha993,129.1145285,35.1768767,주류,0.32
6587,치킨신드롬,129.1070781,35.1763501,닭고기류,0.3
6588,푸드코트,129.115253,35.1784835,패스트푸드류,2.6
6589,옛맛손칼국수,129.106776,35.1775517,면류,1.3
6590,구구커피,129.1115309,35.1760299,커피,0.18
6591,영진돼지국밥,129.1173309,35.1746876,돼지고기류,1.6
6592,고민석 원조 불오뎅 가마솥 떡볶이,129.1036031,35.1718569,패스트푸드류,2.6
6593,미락원,129.1058168,35.177254,면류,1.3
6594,고래커피로스터스,129.1097809,35.1732788,커피,0.18
6595,이디야커피,129.106892,35.1771991,커피,0.18
6596,유미돈,129.1078818,35.1724759,돼지고기류,1.6
6597,바보형제쭈꾸미수영점,129.1078114,35.175379,밥류,0.414
6598,컴포즈커피,129.1063461,35.1749958,커피,0.18
6599,우마이라멘 in B.con,129.1070072,35.17517,면류,1.3
6600,하삼동커피,129.1070067,35.1775677,커피,0.18
6601,사오팔사,129.1178134,35.1738449,면류,1.3
6602,대복성,129.1122798,35.1745989,면류,1.3
6603,406고깃집,129.1179669,35.1738344,돼지고기류,1.6
6604,미들노츠,129.1007496,35.1751639,커피,0.18
6605,카페 캐빈,129.1187791,35.1738179,밥류,0.414
6606,서면손칼국수,129.1070781,35.1763501,면류,1.3
6607,타코비,129.106892,35.1771991,밥류,0.414
6608,온천골가마솥국밥,129.1191224,35.1740401,소고기류,7.833
6609,가배향화,129.1004341,35.1753741,커피,0.18
6610,백리향&기계밀면,129.1004682,35.1738324,면류,1.3
6611,구가네,129.1057557,35.1743612,국/탕/찌개류,2.736
6612,뱅델올리브,129.1180471,35.1756815,소고기류,7.833
6613,BHC치킨,129.0995126,35.1729758,닭고기류,0.3
6614,용문각,129.1170536,35.1760873,면류,1.3
6615,후미손칼국수,129.1057603,35.1714587,면류,1.3
6616,한양족발,129.1036031,35.1718569,돼지고기류,1.6
6617,강남루,129.1012947,35.1708143,면류,1.3
6618,강변한우,129.1173828,35.1776797,돼지고기류,1.6
6619,지코바 양념치킨,129.1060939,35.1750161,닭고기류,0.3
6620,파슈어커피로스터스,129.1172282,35.1744001,커피,0.18
6621,만푸장아구찜,129.1006392,35.1710456,생선류,5.933
6622,정인족발,129.1054164,35.1752476,돼지고기류,1.6
6623,어복횟집,129.1064225,35.1765815,주류,0.32
6624,수변최고돼지국밥,129.1342732,35.1567459,국/탕/찌개류,2.736
6625,톤쇼우,129.1247975,35.1564647,돼지고기류,1.6
6626,삼삼횟집,129.1243161,35.1549819,생선류,5.933
6627,올선데이,129.1205069,35.1549271,커피,0.18
6628,와루가키노아소비,129.1235604,35.1566925,면류,1.3
6629,불란서 그로서리,129.1248223,35.1582672,밥류,0.414
6630,융캉찌에,129.1242368,35.1563978,국/탕/찌개류,2.736
6631,램바란스 프리미엄,129.1340765,35.1552244,밥류,0.414
6632,샤브남바완,129.1246332,35.1533024,국/탕/찌개류,2.736
6633,요이쿠마,129.1265964,35.1579803,밥류,0.414
6634,불필요,129.1199144,35.1549415,주류,0.32
6635,광안리 해린횟집,129.1313657,35.1552318,생선류,5.933
6636,뚜벅스,129.1201094,35.1547505,커피,0.18
6637,범람,129.1190676,35.1556164,커피,0.18
6638,83해치,129.1257999,35.157528,돼지고기류,1.6
6639,첨벙,129.1208186,35.1576463,생선류,5.933
6640,어촌횟집,129.1246415,35.1555017,생선류,5.933
6641,백탄,129.1224755,35.1560175,밥류,0.414
6642,자매국밥,129.1256896,35.1582862,돼지고기류,1.6
6643,도우개러지,129.1197474,35.1547628,패스트푸드류,2.6
6644,수정궁,129.1245157,35.1535378,생선류,5.933
6645,콩카페,129.1220843,35.1555074,커피,0.18
6646,카페 인차저,129.1199222,35.1547071,커피,0.18
6647,디에이블,129.1246332,35.1533024,면류,1.3
6648,몫몫,129.1238295,35.1555092,국/탕/찌개류,2.736
6649,프론트커피,129.1199222,35.1547071,커피,0.18
6650,매드독스,129.1197474,35.1547628,패스트푸드류,2.6
6651,토피너리,129.1252122,35.1570918,커피,0.18
6652,표류,129.1216288,35.1558992,주류,0.32
6653,새벽집,129.1228899,35.1558244,국/탕/찌개류,2.736
6654,부사노뎅,129.1189919,35.154896,주류,0.32
6655,방파제,129.1259673,35.1553361,생선류,5.933
6656,조이풀조이풀,129.1273813,35.1575945,면류,1.3
6657,플라잉 드래곤,129.1201953,35.1554167,닭고기류,0.3
6658,삼천포횟집,129.1260974,35.1568132,생선류,5.933
6659,henry17,129.1213805,35.1570012,주류,0.32
6660,호록호록,129.1287039,35.1548149,주류,0.32
6661,황소해물탕,129.1211687,35.1551643,생선류,5.933
6662,가온밀면,129.1324461,35.154789,면류,1.3
6663,뜨라또리아 단테,129.1185006,35.1550898,면류,1.3
6664,안쵸비,129.1267066,35.1580154,면류,1.3
6665,버거스올마이티,129.1267776,35.1544092,패스트푸드류,2.6
6666,광안리골방,129.1257999,35.157528,주류,0.32
6667,라프,129.12272,35.1578361,밥류,0.414
6668,은상,129.1263245,35.1581632,밥류,0.414
6669,고하순,129.1250081,35.156616,돼지고기류,1.6
6670,서울상회,129.1260974,35.1568132,생선류,5.933
6671,나막집,129.126062,35.1542446,돼지고기류,1.6
6672,티앤북스,129.1246332,35.1533024,커피,0.18
6673,언벤트커피,129.1205243,35.1577933,커피,0.18
6674,신라횟집,129.1245609,35.155223,생선류,5.933
6675,OBPC,129.1258438,35.1535435,패스트푸드류,2.6
6676,진돼지곰탕,129.1247544,35.155726,돼지고기류,1.6
6677,광안다찌,129.1317358,35.155012,밥류,0.414
6678,옥이네밀면칼국수,129.122416,35.1564778,면류,1.3
6679,광안리 대교밀면,129.1249793,35.1593114,면류,1.3
6680,오브너스,129.132731,35.1555435,커피,0.18
6681,나사리식당,129.1220843,35.1555074,면류,1.3
6682,차선책,129.1199222,35.1547071,커피,0.18
6683,집밥예인,129.1218456,35.1573033,밥류,0.414
6684,미미락락,129.1221414,35.1564623,밥류,0.414
6685,민락실비,129.1211952,35.1562998,주류,0.32
6686,포르타나,129.1220843,35.1555074,패스트푸드류,2.6
6687,브런치 앤 디너 테라비,129.131278,35.1552416,면류,1.3
6688,삼진포차,129.1213894,35.1552524,주류,0.32
6689,시시토리,129.1213204,35.1566231,닭고기류,0.3
6690,에타리,129.1252189,35.1567853,커피,0.18
6691,그린파치,129.1217627,35.1560602,주류,0.32
6692,쉬크레이씨,129.1227606,35.1567991,커피,0.18
6693,하모횟집,129.1266183,35.1571779,국/탕/찌개류,2.736
6694,야키토리 해공,129.1271154,35.1582099,주류,0.32
6695,둔내막국수,129.1152596,35.1685142,면류,1.3
6696,스미스엣홈,129.1184274,35.1713874,커피,0.18
6697,딥슬로우커피바,129.1189841,35.171157,커피,0.18
6698,수영냉삼,129.1135393,35.1687464,돼지고기류,1.6
6699,수영팔도할매떡볶이,129.1165774,35.1685562,패스트푸드류,2.6
6700,스바루,129.117645,35.1703671,생선류,5.933
6701,소풍가는날,129.1160006,35.1713287,패스트푸드류,2.6
6702,부막숯불닭갈비,129.1106354,35.1723425,닭고기류,0.3
6703,조마루감자탕,129.1182682,35.1685766,국/탕/찌개류,2.736
6704,꽃피는 4월 밀익는 5월,129.1109923,35.1727539,밥류,0.414
6705,행복한,129.1108185,35.1720884,주류,0.32
6706,엄지손칼국수,129.1145036,35.1686203,면류,1.3
6707,리오네,129.1200104,35.1715531,면류,1.3
6708,정성매운갈비찜,129.117342,35.1690809,밥류,0.414
6709,나룻터국수,129.1207899,35.1691572,면류,1.3
6710,구자윤과자점,129.1165774,35.1685562,밥류,0.414
6711,이더래 제주돼지,129.1153484,35.1685855,돼지고기류,1.6
6712,띵스투두,129.1123842,35.1709744,커피,0.18
6713,파우재,129.1115285,35.1710183,면류,1.3
6714,탄수호,129.1119276,35.1705008,밥류,0.414
6715,신통영굴국밥,129.1175261,35.1688989,생선류,5.933
6716,손가네 정육식당,129.1179261,35.1684446,소고기류,7.833
6717,배가네아바이순대국밥,129.1139818,35.1689947,국/탕/찌개류,2.736
6718,맥도날드,129.1143124,35.1682796,패스트푸드류,2.6
6719,국수명가,129.1100793,35.1718158,생선류,5.933
6720,블루샥,129.1143124,35.1682796,커피,0.18
6721,헤이채즈,129.1103979,35.1718309,커피,0.18
6722,삐뽀,129.1120533,35.170058,닭고기류,0.3
6723,장소,129.1111515,35.1723558,주류,0.32
6724,오비지,129.1177087,35.1726109,커피,0.18
6725,일미횟집,129.1101852,35.1723376,생선류,5.933
6726,팔도 푸드김밥,129.1166917,35.1688886,밥류,0.414
6727,가마부,129.1150105,35.1687599,돼지고기류,1.6
6728,주문진교항리막국수,129.1104016,35.1721013,면류,1.3
